DataID,Temperature1,Temperature2,Humidity1,Humidity2,LDR,Pump,Heater,Date,6:07:34 PM
410,51,32,38,57,275,OFF,ON,10/12/2020,6:32:50 PM
411,42,38,51,64,790,OFF,ON,10/12/2020,6:32:50 PM
412,44,42,25,76,733,OFF,ON,10/12/2020,6:32:51 PM
413,43,38,36,89,402,OFF,ON,10/12/2020,6:32:51 PM
414,45,35,28,86,982,OFF,OFF,10/12/2020,6:32:51 PM
415,50,34,34,106,117,OFF,ON,10/12/2020,6:32:51 PM
416,49,38,69,100,878,ON,OFF,10/12/2020,6:32:51 PM
417,44,38,57,90,745,ON,ON,10/12/2020,6:32:52 PM
418,48,35,54,76,34,ON,ON,10/12/2020,6:32:52 PM
419,45,37,46,78,354,ON,ON,10/12/2020,6:32:52 PM
420,50,41,37,106,800,ON,OFF,10/12/2020,6:32:52 PM
421,51,38,42,68,155,OFF,ON,10/12/2020,6:32:52 PM
422,43,42,62,75,660,OFF,OFF,10/12/2020,6:32:52 PM
423,43,36,20,78,985,ON,OFF,10/12/2020,6:32:53 PM
424,44,36,64,100,267,OFF,OFF,10/12/2020,6:32:53 PM
425,49,41,42,88,804,OFF,OFF,10/12/2020,6:32:53 PM
426,52,36,55,75,857,ON,ON,10/12/2020,6:32:53 PM
427,50,34,70,64,666,OFF,OFF,10/12/2020,6:32:54 PM
428,42,33,71,99,967,ON,OFF,10/12/2020,6:32:54 PM
429,52,36,33,87,31,ON,ON,10/12/2020,6:32:54 PM
430,48,34,44,60,707,OFF,ON,10/12/2020,6:32:54 PM
431,45,36,29,88,730,OFF,OFF,10/12/2020,6:32:54 PM
432,46,37,50,106,859,OFF,OFF,10/12/2020,6:32:54 PM
433,50,42,30,64,261,ON,OFF,10/12/2020,6:32:55 PM
434,44,32,47,94,164,ON,ON,10/12/2020,6:32:55 PM
435,45,37,25,55,176,OFF,OFF,10/12/2020,6:32:55 PM
436,50,39,67,70,937,ON,OFF,10/12/2020,6:32:56 PM
437,49,34,26,70,618,OFF,OFF,10/12/2020,6:32:56 PM
438,44,33,62,59,897,OFF,ON,10/12/2020,6:32:56 PM
439,46,37,62,81,836,ON,ON,10/12/2020,6:32:56 PM
440,48,41,30,81,662,OFF,ON,10/12/2020,6:32:56 PM
441,50,33,49,87,694,ON,ON,10/12/2020,6:32:56 PM
442,50,36,70,87,775,OFF,ON,10/12/2020,6:32:57 PM
443,47,42,34,55,280,OFF,OFF,10/12/2020,6:32:57 PM
444,49,38,67,71,953,OFF,OFF,10/12/2020,6:32:57 PM
445,47,34,70,73,656,OFF,ON,10/12/2020,6:32:57 PM
446,45,39,60,66,378,ON,OFF,10/12/2020,6:32:58 PM
447,45,32,49,63,758,ON,ON,10/12/2020,6:32:58 PM
448,50,41,58,93,738,OFF,ON,10/12/2020,6:32:58 PM
449,52,37,59,61,194,ON,ON,10/12/2020,6:32:58 PM
450,42,37,52,54,363,OFF,OFF,10/12/2020,6:32:58 PM
451,44,40,26,77,120,OFF,OFF,10/12/2020,6:32:58 PM
452,42,39,38,104,308,ON,ON,10/12/2020,6:32:58 PM
453,48,34,69,79,788,OFF,OFF,10/12/2020,6:32:59 PM
454,46,33,59,91,313,OFF,ON,10/12/2020,6:32:59 PM
455,50,35,45,100,943,ON,OFF,10/12/2020,6:32:59 PM
456,52,41,63,82,113,ON,OFF,10/12/2020,6:33:00 PM
457,52,32,29,95,873,ON,ON,10/12/2020,6:33:00 PM
458,50,37,19,95,823,ON,OFF,10/12/2020,6:33:00 PM
459,45,34,48,104,343,OFF,OFF,10/12/2020,6:33:01 PM
460,49,33,45,72,972,ON,ON,10/12/2020,6:33:01 PM
461,50,32,23,110,961,ON,ON,10/12/2020,6:33:01 PM
462,42,38,18,93,686,ON,ON,10/12/2020,6:33:01 PM
463,43,41,28,86,305,OFF,ON,10/12/2020,6:33:01 PM
464,45,33,62,86,657,ON,OFF,10/12/2020,6:33:01 PM
465,42,32,71,52,378,OFF,OFF,10/12/2020,6:33:02 PM
466,47,33,54,92,984,OFF,OFF,10/12/2020,6:33:02 PM
467,47,37,38,93,731,ON,ON,10/12/2020,6:33:02 PM
468,46,32,63,69,68,OFF,OFF,10/12/2020,6:33:02 PM
469,45,32,27,90,876,OFF,OFF,10/12/2020,6:33:02 PM
470,51,41,45,72,69,OFF,ON,10/12/2020,6:33:02 PM
471,46,37,52,83,317,ON,OFF,10/12/2020,6:33:03 PM
472,48,40,26,105,836,ON,ON,10/12/2020,6:33:03 PM
473,47,33,49,93,138,ON,ON,10/12/2020,6:33:03 PM
474,45,36,58,57,1010,OFF,ON,10/12/2020,6:33:03 PM
475,51,38,21,64,261,ON,OFF,10/12/2020,6:33:04 PM
476,42,32,67,103,209,OFF,ON,10/12/2020,6:33:04 PM
477,43,37,28,74,875,OFF,OFF,10/12/2020,6:33:04 PM
478,48,37,53,84,738,ON,ON,10/12/2020,6:33:04 PM
479,48,40,43,55,692,ON,OFF,10/12/2020,6:33:05 PM
480,43,37,27,56,42,ON,ON,10/12/2020,6:33:05 PM
481,48,35,52,107,338,ON,ON,10/12/2020,6:33:05 PM
482,42,38,27,76,303,ON,OFF,10/12/2020,6:33:05 PM
483,49,41,53,108,279,ON,OFF,10/12/2020,6:33:06 PM
484,51,34,17,104,199,ON,ON,10/12/2020,6:33:06 PM
485,50,40,45,103,135,ON,OFF,10/12/2020,6:33:06 PM
486,43,37,49,90,113,ON,ON,10/12/2020,6:33:06 PM
487,46,36,29,89,304,ON,OFF,10/12/2020,6:33:07 PM
488,50,32,63,110,777,OFF,OFF,10/12/2020,6:33:07 PM
489,52,32,51,64,902,OFF,OFF,10/12/2020,6:33:07 PM
490,44,35,34,67,362,OFF,OFF,10/12/2020,6:33:07 PM
491,50,32,26,96,155,OFF,OFF,10/12/2020,6:33:07 PM
492,47,33,53,83,875,OFF,ON,10/12/2020,6:33:07 PM
493,43,34,66,72,677,OFF,ON,10/12/2020,6:33:07 PM
494,45,42,23,67,853,ON,ON,10/12/2020,6:33:08 PM
495,46,35,30,52,855,ON,OFF,10/12/2020,6:33:08 PM
496,43,36,60,60,740,ON,OFF,10/12/2020,6:33:08 PM
497,49,34,44,70,71,ON,ON,10/12/2020,6:33:08 PM
498,49,37,58,58,639,OFF,ON,10/12/2020,6:33:08 PM
499,50,34,45,56,358,OFF,ON,10/12/2020,6:33:09 PM
500,42,33,49,59,205,ON,ON,10/12/2020,6:33:09 PM
501,52,38,37,64,315,OFF,ON,10/12/2020,6:33:09 PM
502,51,40,64,53,242,OFF,ON,10/12/2020,6:33:10 PM
503,45,39,67,108,612,ON,ON,10/12/2020,6:33:10 PM
504,49,34,57,105,823,ON,ON,10/12/2020,6:33:10 PM
505,50,41,38,108,49,OFF,OFF,10/12/2020,6:33:10 PM
506,52,32,54,80,948,OFF,ON,10/12/2020,6:33:10 PM
507,46,42,43,103,182,ON,OFF,10/12/2020,6:33:11 PM
508,42,42,56,85,237,ON,ON,10/12/2020,6:33:11 PM
509,45,33,59,68,781,ON,OFF,10/12/2020,6:33:11 PM
510,42,40,39,93,103,OFF,ON,10/12/2020,6:33:11 PM
511,49,42,47,93,859,ON,OFF,10/12/2020,6:33:12 PM
512,47,38,17,64,412,OFF,OFF,10/12/2020,6:33:12 PM
513,44,42,53,63,293,ON,OFF,10/12/2020,6:33:12 PM
514,48,38,53,77,781,ON,ON,10/12/2020,6:33:12 PM
515,43,32,28,57,806,ON,ON,10/12/2020,6:33:12 PM
516,46,35,49,76,790,OFF,ON,10/12/2020,6:33:12 PM
517,43,42,19,76,798,OFF,ON,10/12/2020,6:33:12 PM
518,48,38,27,84,323,ON,OFF,10/12/2020,6:33:13 PM
519,51,38,34,59,38,ON,OFF,10/12/2020,6:33:13 PM
520,49,32,34,112,815,ON,OFF,10/12/2020,6:33:13 PM
521,42,41,23,64,380,OFF,ON,10/12/2020,6:33:14 PM
522,45,40,43,86,409,ON,ON,10/12/2020,6:33:14 PM
523,51,38,26,80,838,OFF,OFF,10/12/2020,6:33:14 PM
524,49,42,37,87,614,OFF,OFF,10/12/2020,6:33:14 PM
525,44,40,59,66,334,ON,OFF,10/12/2020,6:33:14 PM
526,44,37,46,106,46,OFF,OFF,10/12/2020,6:33:15 PM
527,51,35,36,53,146,OFF,ON,10/12/2020,6:33:15 PM
528,52,39,44,89,769,ON,ON,10/12/2020,6:33:15 PM
529,42,36,47,100,645,ON,OFF,10/12/2020,6:33:15 PM
530,48,40,53,74,891,ON,OFF,10/12/2020,6:33:16 PM
531,48,35,63,59,144,OFF,OFF,10/12/2020,6:33:16 PM
532,49,42,64,57,668,OFF,ON,10/12/2020,6:33:16 PM
533,48,36,64,96,51,ON,OFF,10/12/2020,6:33:16 PM
534,44,32,55,99,634,ON,OFF,10/12/2020,6:33:17 PM
535,50,41,23,96,189,ON,OFF,10/12/2020,6:33:17 PM
536,42,36,59,90,806,OFF,ON,10/12/2020,6:33:17 PM
537,46,38,29,61,345,OFF,ON,10/12/2020,6:33:17 PM
538,49,39,42,71,863,ON,ON,10/12/2020,6:33:17 PM
539,50,33,35,80,306,ON,ON,10/12/2020,6:33:17 PM
540,52,38,68,74,888,ON,OFF,10/12/2020,6:33:18 PM
541,47,37,57,55,709,ON,OFF,10/12/2020,6:33:18 PM
542,43,34,32,75,639,ON,ON,10/12/2020,6:33:18 PM
543,46,41,42,79,870,OFF,ON,10/12/2020,6:33:18 PM
544,52,37,57,68,57,ON,OFF,10/12/2020,6:33:18 PM
545,50,33,59,54,219,ON,OFF,10/12/2020,6:33:19 PM
546,42,39,72,80,225,ON,OFF,10/12/2020,6:33:19 PM
547,47,40,36,83,243,OFF,OFF,10/12/2020,6:33:19 PM
548,43,39,46,55,638,OFF,OFF,10/12/2020,6:33:19 PM
549,42,33,72,87,707,ON,OFF,10/12/2020,6:33:19 PM
550,44,33,65,102,885,OFF,OFF,10/12/2020,6:33:20 PM
551,44,37,51,83,630,ON,ON,10/12/2020,6:33:20 PM
552,44,32,67,94,815,OFF,ON,10/12/2020,6:33:20 PM
553,48,38,64,81,128,OFF,OFF,10/12/2020,6:33:20 PM
554,48,32,47,54,665,,,10/12/2020,6:33:21 PM
555,44,38,59,112,328,,,10/12/2020,6:33:21 PM
556,46,33,70,53,630,,,10/12/2020,6:33:21 PM
557,51,41,24,71,306,,,10/12/2020,6:33:22 PM
558,47,39,67,68,800,,,10/12/2020,6:33:22 PM
559,52,33,56,102,735,,,10/12/2020,6:33:22 PM
560,52,35,65,58,798,,,10/12/2020,6:33:22 PM
561,43,34,47,60,916,,,10/12/2020,6:33:22 PM
562,44,35,64,70,101,,,10/12/2020,6:33:22 PM
563,47,39,63,84,842,,,10/12/2020,6:33:22 PM
564,43,36,47,66,243,,,10/12/2020,6:33:23 PM
565,43,36,41,62,628,,,10/12/2020,6:33:23 PM
566,49,38,25,71,363,,,10/12/2020,6:33:23 PM
567,48,39,34,101,54,,,10/12/2020,6:33:23 PM
568,50,36,31,61,395,,,10/12/2020,6:33:23 PM
569,43,34,62,79,259,,,10/12/2020,6:33:24 PM
570,50,38,45,74,242,,,10/12/2020,6:33:24 PM
571,52,42,39,96,364,,,10/12/2020,6:33:24 PM
572,50,33,25,66,181,,,10/12/2020,6:33:25 PM
573,45,41,23,86,704,,,10/12/2020,6:33:25 PM
574,51,38,34,107,206,,,10/12/2020,6:33:25 PM
575,44,34,52,98,925,,,10/12/2020,6:33:25 PM
576,42,38,29,91,401,,,10/12/2020,6:33:25 PM
577,46,35,67,62,903,,,10/12/2020,6:33:26 PM
578,50,36,63,61,688,,,10/12/2020,6:33:26 PM
579,46,34,69,55,960,,,10/12/2020,6:33:26 PM
580,48,35,38,70,672,,,10/12/2020,6:33:26 PM
581,44,32,61,71,633,,,10/12/2020,6:33:27 PM
582,46,42,66,60,867,,,10/12/2020,6:33:27 PM
583,46,33,40,82,912,,,10/12/2020,6:33:27 PM
584,47,40,62,57,226,,,10/12/2020,6:33:27 PM
585,45,33,18,65,392,,,10/12/2020,6:33:27 PM
586,47,41,50,66,317,,,10/12/2020,6:33:27 PM
587,46,34,61,77,846,,,10/12/2020,6:33:28 PM
588,47,34,53,78,165,,,10/12/2020,6:33:28 PM
589,51,34,32,89,769,,,10/12/2020,6:33:28 PM
590,52,41,65,69,69,,,10/12/2020,6:33:28 PM
591,47,36,66,111,404,,,10/12/2020,6:33:28 PM
592,42,35,24,84,104,,,10/12/2020,6:33:29 PM
593,51,34,24,87,205,,,10/12/2020,6:33:29 PM
594,44,34,54,57,834,,,10/12/2020,6:33:29 PM
595,48,42,51,61,684,,,10/12/2020,6:33:29 PM
596,51,33,51,80,173,,,10/12/2020,6:33:30 PM
597,52,38,43,66,328,,,10/12/2020,6:33:30 PM
598,48,39,61,88,752,,,10/12/2020,6:33:30 PM
599,50,39,47,111,888,,,10/12/2020,6:33:30 PM
600,50,33,52,92,289,,,10/12/2020,6:33:31 PM
601,44,41,57,96,973,,,10/12/2020,6:33:31 PM
602,52,40,47,74,985,,,10/12/2020,6:33:31 PM
603,51,39,58,96,839,,,10/12/2020,6:33:31 PM
604,51,38,18,95,936,,,10/12/2020,6:33:31 PM
605,52,41,65,60,98,,,10/12/2020,6:33:32 PM
606,42,38,67,95,898,,,10/12/2020,6:33:32 PM
607,46,36,68,59,801,,,10/12/2020,6:33:32 PM
608,45,35,67,66,228,,,10/12/2020,6:33:32 PM
609,52,33,50,59,163,,,10/12/2020,6:33:32 PM
610,50,36,63,56,35,,,10/12/2020,6:33:32 PM
611,43,40,53,63,987,,,10/12/2020,6:33:33 PM
612,52,40,61,69,798,,,10/12/2020,6:33:33 PM
613,42,35,44,67,948,,,10/12/2020,6:33:33 PM
614,48,35,17,64,721,,,10/12/2020,6:33:33 PM
615,44,41,58,94,371,,,10/12/2020,6:33:34 PM
616,50,35,28,98,626,,,10/12/2020,6:33:34 PM
617,50,33,47,82,380,,,10/12/2020,6:33:34 PM
618,51,34,43,53,304,,,10/12/2020,6:33:34 PM
619,46,33,56,104,790,,,10/12/2020,6:33:34 PM
620,44,38,25,62,310,,,10/12/2020,6:33:35 PM
621,52,41,33,93,659,,,10/12/2020,6:33:35 PM
622,49,39,38,100,708,,,10/12/2020,6:33:35 PM
623,50,34,36,53,677,,,10/12/2020,6:33:35 PM
624,44,36,30,73,930,,,10/12/2020,6:33:36 PM
625,42,37,65,96,221,,,10/12/2020,6:33:36 PM
626,42,38,18,112,255,,,10/12/2020,6:33:36 PM
627,43,36,37,67,192,,,10/12/2020,6:33:36 PM
628,42,40,35,56,957,,,10/12/2020,6:33:37 PM
629,45,32,26,103,369,,,10/12/2020,6:33:37 PM
630,49,35,30,111,51,,,10/12/2020,6:33:37 PM
631,44,41,21,110,303,,,10/12/2020,6:33:37 PM
632,51,36,22,62,910,,,10/12/2020,6:33:37 PM
633,46,41,33,69,353,,,10/12/2020,6:33:37 PM
634,46,40,30,65,807,,,10/12/2020,6:33:37 PM
635,45,32,32,106,27,,,10/12/2020,6:33:38 PM
636,50,35,30,64,141,,,10/12/2020,6:33:38 PM
637,43,37,58,86,56,,,10/12/2020,6:33:38 PM
638,48,42,71,99,351,,,10/12/2020,6:33:38 PM
639,46,32,49,98,192,,,10/12/2020,6:33:39 PM
640,43,36,41,82,972,,,10/12/2020,6:33:39 PM
641,52,37,21,74,297,,,10/12/2020,6:33:39 PM
642,46,37,44,112,769,,,10/12/2020,6:33:39 PM
643,44,32,35,76,967,,,10/12/2020,6:33:40 PM
644,42,37,70,68,871,,,10/12/2020,6:33:40 PM
645,51,35,18,71,238,,,10/12/2020,6:33:40 PM
646,50,34,27,58,89,,,10/12/2020,6:33:40 PM
647,46,42,36,111,175,,,10/12/2020,6:33:40 PM
648,49,34,42,85,376,,,10/12/2020,6:33:41 PM
649,46,33,70,91,629,,,10/12/2020,6:33:41 PM
650,45,32,27,73,193,,,10/12/2020,6:33:41 PM
651,47,33,50,88,617,,,10/12/2020,6:33:41 PM
652,42,41,26,110,808,,,10/12/2020,6:33:42 PM
653,44,33,56,81,385,,,10/12/2020,6:33:42 PM
654,50,35,44,100,652,,,10/12/2020,6:33:42 PM
655,46,42,28,93,765,,,10/12/2020,6:33:42 PM
656,45,36,70,95,364,,,10/12/2020,6:33:42 PM
657,43,37,63,59,837,,,10/12/2020,6:33:42 PM
658,52,35,63,96,985,,,10/12/2020,6:33:43 PM
659,48,34,50,106,812,,,10/12/2020,6:33:43 PM
660,50,38,60,109,705,,,10/12/2020,6:33:43 PM
661,42,35,49,77,231,,,10/12/2020,6:33:43 PM
662,49,32,26,70,367,,,10/12/2020,6:33:43 PM
663,50,37,54,69,305,,,10/12/2020,6:33:44 PM
664,51,32,18,99,910,,,10/12/2020,6:33:44 PM
665,52,35,25,67,157,,,10/12/2020,6:33:44 PM
666,47,39,61,65,164,,,10/12/2020,6:33:44 PM
667,50,36,23,103,813,,,10/12/2020,6:33:45 PM
668,52,34,17,83,962,,,10/12/2020,6:33:45 PM
669,43,32,42,101,720,,,10/12/2020,6:33:45 PM
670,43,40,61,111,981,,,10/12/2020,6:33:45 PM
671,42,37,44,68,28,,,10/12/2020,6:33:46 PM
672,52,41,32,89,773,,,10/12/2020,6:33:46 PM
673,49,32,57,63,284,,,10/12/2020,6:33:46 PM
674,44,33,51,100,300,,,10/12/2020,6:33:46 PM
675,46,32,39,103,646,,,10/12/2020,6:33:46 PM
676,49,33,47,66,848,,,10/12/2020,6:33:47 PM
677,46,37,21,76,943,,,10/12/2020,6:33:47 PM
678,46,32,21,53,66,,,10/12/2020,6:33:47 PM
679,47,33,52,95,828,,,10/12/2020,6:33:47 PM
680,50,39,38,94,293,,,10/12/2020,6:33:47 PM
681,50,41,38,90,978,,,10/12/2020,6:33:47 PM
682,47,42,72,81,280,,,10/12/2020,6:33:48 PM
683,52,34,50,88,284,,,10/12/2020,6:33:48 PM
684,49,41,42,75,39,,,10/12/2020,6:33:48 PM
685,49,36,19,96,974,,,10/12/2020,6:33:48 PM
686,47,41,64,59,277,,,10/12/2020,6:33:49 PM
687,42,36,25,78,56,,,10/12/2020,6:33:49 PM
688,51,37,32,53,888,,,10/12/2020,6:33:49 PM
689,47,33,33,95,400,,,10/12/2020,6:33:49 PM
690,49,39,32,86,921,,,10/12/2020,6:33:49 PM
691,52,38,25,66,823,,,10/12/2020,6:33:50 PM
692,44,32,17,70,802,,,10/12/2020,6:33:50 PM
693,49,42,51,98,699,,,10/12/2020,6:33:50 PM
694,45,37,28,70,699,,,10/12/2020,6:33:50 PM
695,42,39,57,112,300,,,10/12/2020,6:33:51 PM
696,47,36,45,96,403,,,10/12/2020,6:33:51 PM
697,44,34,58,56,795,,,10/12/2020,6:33:51 PM
698,43,34,59,64,886,,,10/12/2020,6:33:51 PM
699,50,32,63,87,333,,,10/12/2020,6:33:52 PM
700,48,32,44,94,970,,,10/12/2020,6:33:52 PM
701,50,33,22,87,121,,,10/12/2020,6:33:52 PM
702,44,38,68,85,383,,,10/12/2020,6:33:52 PM
703,51,32,66,60,691,,,10/12/2020,6:33:52 PM
704,43,33,43,76,688,,,10/12/2020,6:33:52 PM
705,43,37,17,58,910,,,10/12/2020,6:33:53 PM
706,42,32,25,64,287,,,10/12/2020,6:33:53 PM
707,44,32,55,104,345,,,10/12/2020,6:33:53 PM
708,48,40,51,103,281,,,10/12/2020,6:33:53 PM
709,49,38,66,87,146,,,10/12/2020,6:33:53 PM
710,43,35,43,65,103,,,10/12/2020,6:33:54 PM
711,42,37,52,89,952,,,10/12/2020,6:33:54 PM
712,43,35,66,108,316,,,10/12/2020,6:33:54 PM
713,48,41,52,106,148,,,10/12/2020,6:33:54 PM
714,49,41,35,78,205,,,10/12/2020,6:33:55 PM
715,51,39,32,106,862,,,10/12/2020,6:33:55 PM
716,46,41,72,68,46,,,10/12/2020,6:33:55 PM
717,44,40,43,99,408,,,10/12/2020,6:33:55 PM
718,48,37,25,112,410,,,10/12/2020,6:33:55 PM
719,51,37,51,59,944,,,10/12/2020,6:33:56 PM
720,47,42,43,88,698,,,10/12/2020,6:33:56 PM
721,43,35,52,71,204,,,10/12/2020,6:33:56 PM
722,46,33,25,93,380,,,10/12/2020,6:33:56 PM
723,46,42,17,110,26,,,10/12/2020,6:33:57 PM
724,50,38,18,83,83,,,10/12/2020,6:33:57 PM
725,43,37,27,87,651,,,10/12/2020,6:33:57 PM
726,48,38,55,69,653,,,10/12/2020,6:33:57 PM
727,51,35,35,108,272,,,10/12/2020,6:33:57 PM
728,47,42,32,90,989,,,10/12/2020,6:33:57 PM
729,50,41,47,59,911,,,10/12/2020,6:33:58 PM
730,42,35,38,80,795,,,10/12/2020,6:33:58 PM
731,47,33,50,85,739,,,10/12/2020,6:33:58 PM
732,44,39,71,73,924,,,10/12/2020,6:33:58 PM
733,46,42,51,55,79,,,10/12/2020,6:33:58 PM
734,46,38,37,96,843,,,10/12/2020,6:33:59 PM
735,50,35,58,110,347,,,10/12/2020,6:33:59 PM
736,49,37,37,85,311,,,10/12/2020,6:33:59 PM
737,43,38,31,93,909,,,10/12/2020,6:33:59 PM
738,43,40,61,107,632,,,10/12/2020,6:34:00 PM
739,52,32,41,89,626,,,10/12/2020,6:34:00 PM
740,52,35,45,91,760,,,10/12/2020,6:34:00 PM
741,51,33,21,55,229,,,10/12/2020,6:34:00 PM
742,46,39,17,109,53,,,10/12/2020,6:34:01 PM
743,47,41,51,78,833,,,10/12/2020,6:34:01 PM
744,46,35,55,61,789,,,10/12/2020,6:34:01 PM
745,47,34,26,68,315,,,10/12/2020,6:34:01 PM
746,47,36,21,103,845,,,10/12/2020,6:34:01 PM
747,52,40,50,92,382,,,10/12/2020,6:34:02 PM
748,43,36,44,66,95,,,10/12/2020,6:34:02 PM
749,51,40,66,65,974,,,10/12/2020,6:34:02 PM
750,46,40,35,110,85,,,10/12/2020,6:34:02 PM
751,42,32,20,63,267,,,10/12/2020,6:34:02 PM
752,46,41,37,62,365,,,10/12/2020,6:34:02 PM
753,44,34,35,80,797,,,10/12/2020,6:34:03 PM
754,50,38,42,80,683,,,10/12/2020,6:34:03 PM
755,46,38,53,106,316,,,10/12/2020,6:34:03 PM
756,52,40,42,81,802,,,10/12/2020,6:34:03 PM
757,52,38,24,87,56,,,10/12/2020,6:34:04 PM
758,50,40,62,66,319,,,10/12/2020,6:34:04 PM
759,47,36,32,76,650,,,10/12/2020,6:34:04 PM
760,44,37,29,110,36,,,10/12/2020,6:34:04 PM
761,52,42,68,88,687,,,10/12/2020,6:34:04 PM
762,47,32,27,78,231,,,10/12/2020,6:34:05 PM
763,50,41,60,69,273,,,10/12/2020,6:34:05 PM
764,52,42,62,53,340,,,10/12/2020,6:34:05 PM
765,48,36,21,92,1004,,,10/12/2020,6:34:05 PM
766,43,37,25,64,151,,,10/12/2020,6:34:06 PM
767,50,39,45,93,285,,,10/12/2020,6:34:06 PM
768,45,38,39,83,763,,,10/12/2020,6:34:06 PM
769,45,32,67,95,833,,,10/12/2020,6:34:06 PM
770,44,39,21,55,776,,,10/12/2020,6:34:07 PM
771,51,35,31,103,730,,,10/12/2020,6:34:07 PM
772,42,42,65,72,686,,,10/12/2020,6:34:07 PM
773,48,36,68,54,357,,,10/12/2020,6:34:07 PM
774,47,37,69,93,239,,,10/12/2020,6:34:07 PM
775,45,37,40,85,35,,,10/12/2020,6:34:07 PM
776,48,36,61,100,741,,,10/12/2020,6:34:07 PM
777,47,41,67,65,213,,,10/12/2020,6:34:08 PM
778,50,36,55,61,307,,,10/12/2020,6:34:08 PM
779,48,39,44,59,809,,,10/12/2020,6:34:08 PM
780,45,33,63,57,771,,,10/12/2020,6:34:08 PM
781,42,41,68,87,772,,,10/12/2020,6:34:09 PM
782,47,37,23,103,833,,,10/12/2020,6:34:09 PM
783,51,37,72,101,640,,,10/12/2020,6:34:09 PM
784,43,40,17,69,276,,,10/12/2020,6:34:09 PM
785,48,35,29,110,261,,,10/12/2020,6:34:10 PM
786,50,41,45,108,933,,,10/12/2020,6:34:10 PM
787,44,37,38,94,681,,,10/12/2020,6:34:10 PM
788,47,39,56,89,319,,,10/12/2020,6:34:10 PM
789,52,39,37,92,406,,,10/12/2020,6:34:10 PM
790,46,36,49,102,263,,,10/12/2020,6:34:11 PM
791,49,38,26,99,255,,,10/12/2020,6:34:11 PM
792,46,42,52,85,968,,,10/12/2020,6:34:11 PM
793,46,40,41,60,684,,,10/12/2020,6:34:11 PM
794,52,42,45,102,144,,,10/12/2020,6:34:12 PM
795,45,37,60,103,666,,,10/12/2020,6:34:12 PM
796,45,42,38,94,66,,,10/12/2020,6:34:12 PM
797,46,33,23,98,281,,,10/12/2020,6:34:12 PM
798,48,36,58,63,112,,,10/12/2020,6:34:12 PM
799,50,38,45,52,401,,,10/12/2020,6:34:12 PM
800,45,38,55,93,272,,,10/12/2020,6:34:13 PM
801,45,34,22,55,828,,,10/12/2020,6:34:13 PM
802,52,39,31,106,628,,,10/12/2020,6:34:13 PM
803,44,41,52,56,926,,,10/12/2020,6:34:13 PM
804,52,36,25,81,253,,,10/12/2020,6:34:13 PM
805,43,36,46,74,67,,,10/12/2020,6:34:14 PM
806,46,38,61,74,914,,,10/12/2020,6:34:14 PM
807,47,41,59,57,377,,,10/12/2020,6:34:14 PM
808,44,35,47,108,726,,,10/12/2020,6:34:14 PM
809,45,34,28,63,357,,,10/12/2020,6:34:15 PM
810,52,39,63,103,850,,,10/12/2020,6:34:15 PM
811,51,33,49,103,195,,,10/12/2020,6:34:15 PM
812,44,40,72,100,862,,,10/12/2020,6:34:15 PM
813,45,37,53,61,795,,,10/12/2020,6:34:16 PM
814,44,39,67,96,949,,,10/12/2020,6:34:16 PM
815,42,39,66,53,866,,,10/12/2020,6:34:16 PM
816,45,35,61,75,695,,,10/12/2020,6:34:16 PM
817,44,33,58,107,830,,,10/12/2020,6:34:16 PM
818,47,33,63,87,206,,,10/12/2020,6:34:17 PM
819,47,41,54,112,240,,,10/12/2020,6:34:17 PM
820,43,33,66,57,686,,,10/12/2020,6:34:17 PM
821,43,33,30,76,712,,,10/12/2020,6:34:17 PM
822,43,36,53,70,255,,,10/12/2020,6:34:17 PM
823,47,39,57,78,980,,,10/12/2020,6:34:17 PM
824,46,36,63,102,311,,,10/12/2020,6:34:18 PM
825,47,40,21,102,111,,,10/12/2020,6:34:18 PM
826,48,40,58,93,990,,,10/12/2020,6:34:18 PM
827,45,34,57,110,977,,,10/12/2020,6:34:18 PM
828,42,36,49,88,355,,,10/12/2020,6:34:19 PM
829,44,39,48,98,689,,,10/12/2020,6:34:19 PM
830,52,33,66,52,195,,,10/12/2020,6:34:19 PM
831,47,42,50,68,202,,,10/12/2020,6:34:19 PM
832,42,34,41,90,264,,,10/12/2020,6:34:19 PM
833,45,41,29,67,893,,,10/12/2020,6:34:20 PM
834,45,39,49,98,349,,,10/12/2020,6:34:20 PM
835,51,32,28,104,288,,,10/12/2020,6:34:20 PM
836,46,34,61,63,800,,,10/12/2020,6:34:20 PM
837,50,32,60,79,95,,,10/12/2020,6:34:21 PM
838,52,37,59,80,918,,,10/12/2020,6:34:21 PM
839,48,38,66,112,619,,,10/12/2020,6:34:21 PM
840,47,38,55,98,64,,,10/12/2020,6:34:21 PM
841,43,39,71,72,901,,,10/12/2020,6:34:22 PM
842,44,41,66,72,410,,,10/12/2020,6:34:22 PM
843,49,38,56,54,353,,,10/12/2020,6:34:22 PM
844,50,33,32,59,631,,,10/12/2020,6:34:22 PM
845,50,36,59,86,206,,,10/12/2020,6:34:22 PM
846,52,34,59,103,134,,,10/12/2020,6:34:22 PM
847,49,35,71,76,1006,,,10/12/2020,6:34:22 PM
848,44,37,66,109,129,,,10/12/2020,6:34:23 PM
849,47,35,33,75,79,,,10/12/2020,6:34:23 PM
